toxicity,positive,negative,neutral
negative,0.10566571354866028,0.8427741527557373,0.05156009644269943
negative,0.19829969108104706,0.7225015163421631,0.07919877022504807
negative,0.2746049165725708,0.6086288690567017,0.11676622927188873
negative,0.12360743433237076,0.7732509970664978,0.10314158350229263
negative,0.0929027870297432,0.7777342200279236,0.12936297059059143
negative,0.16645608842372894,0.5792598128318787,0.2542841136455536
negative,0.10537217557430267,0.8093555569648743,0.08527226746082306
negative,0.04202517122030258,0.8713279366493225,0.08664683252573013
negative,0.08326748013496399,0.7561808824539185,0.16055163741111755
negative,0.14651978015899658,0.7745698094367981,0.07891044020652771
negative,0.02852020040154457,0.9085202217102051,0.06295960396528244
negative,0.07241562008857727,0.7191930413246155,0.20839130878448486
negative,0.07271426916122437,0.8626793622970581,0.06460630893707275
negative,0.059996142983436584,0.7473677396774292,0.1926361620426178
positive,0.49700668454170227,0.3397480249404907,0.16324526071548462
negative,0.24250160157680511,0.6339853405952454,0.12351307272911072
negative,0.11489707231521606,0.7654836773872375,0.11961924284696579
positive,0.6123033761978149,0.3415764272212982,0.04612023010849953
negative,0.1753942221403122,0.670228898525238,0.1543768346309662
negative,0.2811760902404785,0.6058183908462524,0.11300551891326904
positive,0.7407933473587036,0.20116862654685974,0.05803804472088814
negative,0.09256768971681595,0.8556492328643799,0.051783062517642975
negative,0.22140444815158844,0.6811476945877075,0.09744783490896225
negative,0.0558309368789196,0.8853404521942139,0.05882856622338295
negative,0.20308910310268402,0.49407902359962463,0.30283182859420776
negative,0.04959762096405029,0.887373149394989,0.06302928924560547
neutral,0.13760527968406677,0.4145174026489258,0.44787728786468506
negative,0.047370098531246185,0.7797195315361023,0.1729104071855545
negative,0.3751072883605957,0.4872286021709442,0.13766412436962128
negative,0.10453735291957855,0.7001490592956543,0.19531351327896118
negative,0.12591637670993805,0.7809890508651733,0.09309454262256622
positive,0.5098451972007751,0.40205979347229004,0.08809500932693481
negative,0.12325350940227509,0.7808669209480286,0.09587953239679337
negative,0.12128084897994995,0.7413195371627808,0.13739962875843048
negative,0.13997340202331543,0.5421184301376343,0.3179081976413727
negative,0.36583608388900757,0.48103588819503784,0.15312795341014862
negative,0.07368266582489014,0.7331845760345459,0.19313272833824158
negative,0.1705903857946396,0.6932642459869385,0.1361454278230667
negative,0.03303486481308937,0.8818145990371704,0.08515048772096634
negative,0.36398276686668396,0.4840376675128937,0.15197961032390594
positive,0.7412180304527283,0.16684038937091827,0.09194154292345047
negative,0.2709481120109558,0.41375553607940674,0.31529632210731506
positive,0.5302436947822571,0.2957824766635895,0.17397382855415344
neutral,0.22464485466480255,0.2548358738422394,0.5205192565917969
negative,0.09375777840614319,0.8021634817123413,0.10407870262861252
positive,0.622535228729248,0.26662081480026245,0.11084400117397308
positive,0.591997504234314,0.25559017062187195,0.15241235494613647
positive,0.972524106502533,0.015500009059906006,0.01197586115449667
negative,0.21274827420711517,0.6635350584983826,0.12371671199798584
negative,0.2791156470775604,0.606126606464386,0.11475778371095657
negative,0.37495070695877075,0.47358202934265137,0.15146727859973907
negative,0.2456282675266266,0.5228568315505981,0.23151493072509766
negative,0.4012039005756378,0.4550563097000122,0.14373978972434998
negative,0.2935202717781067,0.3649236559867859,0.3415560722351074
negative,0.29928073287010193,0.5006742477416992,0.20004497468471527
negative,0.21043828129768372,0.6046001315116882,0.18496155738830566
negative,0.12778602540493011,0.7930684089660645,0.07914560288190842
negative,0.10987388342618942,0.7517597079277039,0.13836635649204254
positive,0.5434938073158264,0.29005667567253113,0.16644959151744843
negative,0.30354833602905273,0.5621060729026794,0.13434559106826782
negative,0.31260088086128235,0.4852827787399292,0.20211626589298248
negative,0.2507007420063019,0.5530262589454651,0.19627302885055542
positive,0.5618833899497986,0.24547648429870605,0.19264008104801178
positive,0.5004075765609741,0.25585120916366577,0.2437412291765213
positive,0.5004075765609741,0.25585120916366577,0.2437412291765213
positive,0.5004075765609741,0.25585120916366577,0.2437412291765213
negative,0.10452202707529068,0.830061137676239,0.06541678309440613
negative,0.2960030734539032,0.4987420439720154,0.2052549123764038
negative,0.24387601017951965,0.5563086867332458,0.19981533288955688
negative,0.33831721544265747,0.435621052980423,0.22606176137924194
positive,0.5424795746803284,0.2796255946159363,0.17789487540721893
negative,0.2467070072889328,0.38462287187576294,0.36867016553878784
positive,0.8371683955192566,0.1198769211769104,0.042954690754413605
negative,0.3429469168186188,0.41385453939437866,0.24319858849048615
positive,0.4137827754020691,0.3194325864315033,0.2667846977710724
negative,0.16313378512859344,0.5928469896316528,0.24401922523975372
negative,0.13526932895183563,0.6746805310249329,0.1900501549243927
negative,0.2370327264070511,0.5911908149719238,0.17177647352218628
positive,0.5183306932449341,0.41194477677345276,0.06972452998161316
negative,0.129178985953331,0.6727864146232605,0.19803453981876373
positive,0.6952590942382812,0.20065471529960632,0.1040862426161766
positive,0.46174919605255127,0.3342907428741455,0.20396004617214203
negative,0.128404900431633,0.6712847352027893,0.2003103792667389
positive,0.6522116661071777,0.18274955451488495,0.1650388091802597
negative,0.2782522141933441,0.6078764200210571,0.11387141048908234
negative,0.22986358404159546,0.6336545348167419,0.1364818960428238
negative,0.24249300360679626,0.6430233120918274,0.11448366194963455
negative,0.3613729476928711,0.5196741223335266,0.11895295977592468
negative,0.357528954744339,0.5785797834396362,0.06389130651950836
negative,0.1432352066040039,0.7104703187942505,0.1462944746017456
negative,0.1583539843559265,0.7774563431739807,0.06418965756893158
negative,0.3786748945713043,0.5247154831886292,0.09660957008600235
negative,0.06670879572629929,0.8588551878929138,0.07443597167730331
negative,0.10411229729652405,0.6456356048583984,0.2502520978450775
positive,0.936538577079773,0.03434097394347191,0.029120495542883873
negative,0.1571890413761139,0.7738906741142273,0.06892028450965881
negative,0.10375149548053741,0.8034496307373047,0.0927988588809967
negative,0.09577031433582306,0.646202802658081,0.2580268979072571
negative,0.03933214768767357,0.860770583152771,0.09989725798368454
negative,0.16220106184482574,0.7394841909408569,0.09831477701663971
negative,0.13921868801116943,0.58046954870224,0.28031179308891296
negative,0.1700233668088913,0.7383498549461365,0.09162680804729462
negative,0.1501322239637375,0.7666726112365723,0.08319517225027084
neutral,0.08086743950843811,0.43337154388427734,0.48576101660728455
positive,0.4269794821739197,0.1969640702009201,0.3760564923286438
negative,0.06555303186178207,0.8537436723709106,0.0807032659649849
negative,0.2843690812587738,0.5719366669654846,0.1436941772699356
negative,0.21830607950687408,0.6760870218276978,0.10560689121484756
negative,0.3783504366874695,0.45441874861717224,0.16723082959651947
negative,0.21314318478107452,0.46765634417533875,0.3192004859447479
negative,0.03129527345299721,0.7902321219444275,0.178472638130188
negative,0.10103517025709152,0.6880630254745483,0.21090179681777954
negative,0.033339377492666245,0.9147456288337708,0.05191503092646599
positive,0.5611684322357178,0.21895550191402435,0.21987612545490265
negative,0.01819889061152935,0.9671130180358887,0.014688014052808285
negative,0.11501632630825043,0.6697794198989868,0.21520420908927917
negative,0.0918080285191536,0.6400065422058105,0.26818546652793884
negative,0.1539009064435959,0.5767063498497009,0.269392728805542
negative,0.3683873414993286,0.5118120908737183,0.11980054527521133
negative,0.2845480442047119,0.6169062256813049,0.09854577481746674
positive,0.6909132599830627,0.2075069695711136,0.10157979279756546
negative,0.16377891600131989,0.5836013555526733,0.2526196539402008
positive,0.5183473825454712,0.3594897389411926,0.12216288596391678
negative,0.18371455371379852,0.6992694139480591,0.11701607704162598
negative,0.40611276030540466,0.41936615109443665,0.17452113330364227
negative,0.325391948223114,0.5278401374816895,0.14676786959171295
positive,0.5526647567749023,0.3476434051990509,0.09969184547662735
negative,0.21969851851463318,0.626270592212677,0.15403087437152863
positive,0.5004075765609741,0.25585120916366577,0.2437412291765213
negative,0.0702584832906723,0.8799737691879272,0.04976769909262657
negative,0.13973644375801086,0.6044282913208008,0.2558352053165436
negative,0.22710676491260529,0.7215250134468079,0.051368195563554764
positive,0.5795446634292603,0.24585121870040894,0.17460410296916962
negative,0.2612225115299225,0.6412948966026306,0.09748256206512451
negative,0.09479081630706787,0.5965867638587952,0.3086223602294922
negative,0.2282225787639618,0.6693446040153503,0.10243285447359085
negative,0.10430838167667389,0.5677435994148254,0.3279479742050171
negative,0.13394774496555328,0.7489592432975769,0.11709300428628922
positive,0.5004075765609741,0.25585120916366577,0.2437412291765213
negative,0.10789207369089127,0.8119956254959106,0.08011236041784286
neutral,0.050497639924287796,0.4692414104938507,0.4802609086036682
negative,0.26889568567276,0.6141390204429626,0.11696528643369675
negative,0.11780804395675659,0.7477924823760986,0.13439947366714478
negative,0.04059822857379913,0.8467097282409668,0.11269206553697586
negative,0.06227117404341698,0.8721168637275696,0.06561196595430374
negative,0.3341310918331146,0.5194706916809082,0.14639818668365479
neutral,0.09925705194473267,0.431447297334671,0.4692957103252411
negative,0.22276827692985535,0.5035866498947144,0.2736451029777527
positive,0.478361040353775,0.33476072549819946,0.18687820434570312
positive,0.47972437739372253,0.2589750289916992,0.26130062341690063
negative,0.2962723672389984,0.5117223858833313,0.19200526177883148
negative,0.04504285007715225,0.8934987783432007,0.061458371579647064
negative,0.2822684645652771,0.603056788444519,0.11467473208904266
negative,0.157875657081604,0.564889669418335,0.27723467350006104
neutral,0.2233506590127945,0.38203078508377075,0.39461857080459595
positive,0.475980669260025,0.45924296975135803,0.06477639824151993
negative,0.24979500472545624,0.6653451323509216,0.08485985547304153
negative,0.07647983729839325,0.7651686072349548,0.15835154056549072
negative,0.2714345157146454,0.680168867111206,0.04839664697647095
negative,0.15840615332126617,0.7046250700950623,0.13696880638599396
negative,0.3347571790218353,0.5081319808959961,0.1571108102798462
negative,0.28196877241134644,0.6049745678901672,0.11305660009384155
negative,0.2446220964193344,0.5432659387588501,0.2121119648218155
negative,0.29500406980514526,0.6198067665100098,0.08518915623426437
negative,0.2923511564731598,0.5094248652458191,0.19822397828102112
positive,0.5092048645019531,0.2640509605407715,0.2267441600561142
positive,0.4057850241661072,0.3797057569026947,0.21450917422771454
negative,0.13946256041526794,0.795496940612793,0.06504049897193909
positive,0.4272785186767578,0.4155956506729126,0.157125785946846
negative,0.08027820289134979,0.8423529267311096,0.07736886292695999
negative,0.23408479988574982,0.6580553650856018,0.10785989463329315
negative,0.3137834668159485,0.5165473222732544,0.1696692258119583
positive,0.5616298317909241,0.2606711983680725,0.17769894003868103
negative,0.13314799964427948,0.748458206653595,0.11839381605386734
negative,0.299350768327713,0.5588521957397461,0.1417970359325409
positive,0.6100212931632996,0.2501472532749176,0.13983145356178284
negative,0.41254159808158875,0.4472270905971527,0.1402314007282257
positive,0.5524596571922302,0.2620173394680023,0.18552300333976746
negative,0.07786457985639572,0.7800434827804565,0.14209197461605072
negative,0.14873865246772766,0.753746509552002,0.09751475602388382
positive,0.5164061784744263,0.3672817349433899,0.11631210893392563
negative,0.16734330356121063,0.7246233224868774,0.10803339630365372
negative,0.16606742143630981,0.6002933979034424,0.23363922536373138
negative,0.3070804178714752,0.5551207065582275,0.13779890537261963
positive,0.5212383270263672,0.25906285643577576,0.21969884634017944
positive,0.4983628988265991,0.2753652036190033,0.2262718230485916
negative,0.13735926151275635,0.7432116866111755,0.1194290816783905
negative,0.31604111194610596,0.556635320186615,0.12732356786727905
negative,0.3176940679550171,0.5558854937553406,0.12642046809196472
negative,0.32746827602386475,0.48408642411231995,0.18844535946846008
positive,0.39589208364486694,0.3833763599395752,0.22073161602020264
positive,0.4915594756603241,0.33650559186935425,0.17193487286567688
negative,0.16751720011234283,0.7595683336257935,0.0729144886136055
negative,0.07533316314220428,0.8618691563606262,0.06279763579368591
negative,0.15090623497962952,0.726071298122406,0.12302244454622269
negative,0.20329204201698303,0.6334133148193359,0.16329464316368103
negative,0.3435229957103729,0.5182665586471558,0.13821037113666534
positive,0.42227908968925476,0.36908531188964844,0.2086356282234192
negative,0.19446592032909393,0.6187288165092468,0.18680520355701447
positive,0.5355608463287354,0.2775966227054596,0.18684251606464386
negative,0.12657137215137482,0.6332508325576782,0.24017779529094696
negative,0.11862083524465561,0.741906464099884,0.13947272300720215
negative,0.3099522888660431,0.6408984065055847,0.04914931580424309
negative,0.07156061381101608,0.654603123664856,0.273836225271225
negative,0.3049470782279968,0.5118964314460754,0.18315643072128296
negative,0.10679564625024796,0.7166460156440735,0.17655833065509796
neutral,0.24515116214752197,0.34616607427597046,0.4086827039718628
negative,0.04171932861208916,0.9202106595039368,0.03807004541158676
negative,0.3618345558643341,0.46361827850341797,0.17454715073108673
negative,0.3269166648387909,0.544219434261322,0.1288638710975647
negative,0.10021021962165833,0.72861248254776,0.17117728292942047
negative,0.365548312664032,0.5420453548431396,0.09240631759166718
negative,0.0526205450296402,0.8548316955566406,0.09254778176546097
positive,0.6099019646644592,0.22025883197784424,0.16983921825885773
positive,0.6528034806251526,0.1778402179479599,0.16935627162456512
positive,0.6613636016845703,0.16144879162311554,0.17718766629695892
negative,0.3272629380226135,0.5011540651321411,0.17158301174640656
negative,0.26503387093544006,0.6497078537940979,0.08525834232568741
negative,0.15271207690238953,0.6947376728057861,0.15255023539066315
positive,0.5509847402572632,0.2412809431552887,0.2077343463897705
positive,0.5630021095275879,0.23249484598636627,0.20450308918952942
negative,0.15531417727470398,0.6078106760978699,0.23687517642974854
negative,0.027401583269238472,0.8976942300796509,0.07490413635969162
negative,0.38606128096580505,0.42950329184532166,0.1844353824853897
negative,0.09321505576372147,0.7546424269676208,0.15214256942272186
positive,0.5021570920944214,0.24219739437103271,0.2556454837322235
negative,0.2665948271751404,0.5560540556907654,0.17735114693641663
negative,0.06321313977241516,0.9049587845802307,0.03182803839445114
negative,0.34222733974456787,0.5387141704559326,0.11905854195356369
negative,0.17671427130699158,0.4913237988948822,0.3319619596004486
negative,0.20695574581623077,0.5108300447463989,0.2822142243385315
negative,0.3165307641029358,0.47541505098342896,0.20805418491363525
negative,0.24404467642307281,0.6261747479438782,0.129780575633049
positive,0.4129984378814697,0.3816834092140198,0.20531818270683289
positive,0.6047623753547668,0.21849505603313446,0.17674265801906586
negative,0.2682605981826782,0.49650707840919495,0.23523224890232086
negative,0.22703184187412262,0.6445254683494568,0.1284426748752594
positive,0.5011048913002014,0.37554314732551575,0.12335193157196045
negative,0.10551435500383377,0.8265063762664795,0.06797923892736435
positive,0.5676602721214294,0.24098119139671326,0.1913585662841797
positive,0.4432494342327118,0.3554922342300415,0.2012583166360855
negative,0.3780684173107147,0.4210655689239502,0.20086602866649628
positive,0.5688411593437195,0.26128828525543213,0.16987057030200958
negative,0.33737996220588684,0.5982393622398376,0.0643807053565979
negative,0.3046697676181793,0.5709553360939026,0.12437489628791809
positive,0.5397977828979492,0.23824743926525116,0.22195479273796082
negative,0.3797646164894104,0.484212726354599,0.13602261245250702
positive,0.5168765783309937,0.37967219948768616,0.1034511923789978
positive,0.43549370765686035,0.4067270755767822,0.157779261469841
neutral,0.14672665297985077,0.41746482253074646,0.4358084797859192
neutral,0.14165636897087097,0.3259408175945282,0.5324028134346008
negative,0.28320008516311646,0.5447621941566467,0.17203769087791443
positive,0.5910011529922485,0.24656572937965393,0.16243311762809753
positive,0.43572765588760376,0.34884366393089294,0.21542863547801971
negative,0.1773904711008072,0.6751883029937744,0.14742128551006317
negative,0.06179916486144066,0.8256278038024902,0.11257299035787582
positive,0.5586971640586853,0.2640514373779297,0.17725136876106262
negative,0.2653290331363678,0.5790383815765381,0.15563257038593292
negative,0.3543303310871124,0.6078229546546936,0.03784671053290367
negative,0.2646324634552002,0.6575987935066223,0.07776869833469391
negative,0.3745986819267273,0.4221307337284088,0.2032705545425415
positive,0.6091600656509399,0.21884126961231232,0.17199863493442535
positive,0.5211781859397888,0.31141868233680725,0.16740313172340393
positive,0.5094794034957886,0.30104318261146545,0.18947742879390717
negative,0.17319951951503754,0.7426392436027527,0.0841611996293068
positive,0.4272829294204712,0.3059259057044983,0.2667911648750305
negative,0.34029847383499146,0.528264045715332,0.1314374953508377
positive,0.6544021964073181,0.22543862462043762,0.12015914916992188
positive,0.49802762269973755,0.28219568729400635,0.2197766900062561
positive,0.4270433783531189,0.391050785779953,0.1819058507680893
positive,0.5231114029884338,0.3186672031879425,0.15822137892246246
negative,0.11971379816532135,0.804307758808136,0.07597849518060684
positive,0.521504282951355,0.295828640460968,0.182667076587677
positive,0.39171990752220154,0.29891666769981384,0.3093634247779846
negative,0.08736484497785568,0.8219837546348572,0.09065141528844833
negative,0.2885407507419586,0.5620171427726746,0.14944209158420563
positive,0.6031052470207214,0.2213352769613266,0.17555952072143555
negative,0.07856889069080353,0.6328020691871643,0.28862905502319336
negative,0.10575802624225616,0.8341792225837708,0.06006276607513428
negative,0.2041885256767273,0.6152405738830566,0.18057088553905487
negative,0.17486223578453064,0.7001476883888245,0.12499011307954788
negative,0.053677428513765335,0.8875148296356201,0.058807745575904846
negative,0.22677135467529297,0.6152266263961792,0.15800198912620544
positive,0.5844227075576782,0.24860160052776337,0.16697567701339722
negative,0.42359912395477295,0.4616704285144806,0.11473049223423004
negative,0.16844980418682098,0.7739206552505493,0.05762954428792
positive,0.553037166595459,0.36240410804748535,0.08455873280763626
negative,0.03891143202781677,0.9105740785598755,0.05051453039050102
negative,0.09827471524477005,0.8525536060333252,0.04917168244719505
negative,0.138635516166687,0.7466704845428467,0.11469396948814392
negative,0.12571723759174347,0.769868791103363,0.10441400855779648
positive,0.607193648815155,0.2231408655643463,0.16966542601585388
positive,0.548271119594574,0.23734137415885925,0.21438752114772797
negative,0.3385803699493408,0.4473916292190552,0.2140280157327652
positive,0.3977038860321045,0.34908580780029297,0.25321030616760254
negative,0.08040723204612732,0.8627554178237915,0.056837376207113266
positive,0.5235137939453125,0.24277585744857788,0.233710378408432
negative,0.32548075914382935,0.5519382357597351,0.12258096784353256
positive,0.5407203435897827,0.23225347697734833,0.22702617943286896
negative,0.18627163767814636,0.6320080757141113,0.1817202866077423
negative,0.3705919086933136,0.5118586421012878,0.11754945665597916
positive,0.3842955529689789,0.3417350649833679,0.2739694118499756
negative,0.3277057111263275,0.49417075514793396,0.17812354862689972
positive,0.5573889017105103,0.24602945148944855,0.19658160209655762
positive,0.6645556092262268,0.1565607488155365,0.1788836419582367
positive,0.5259842872619629,0.29936301708221436,0.17465268075466156
negative,0.14224226772785187,0.709180474281311,0.1485772281885147
negative,0.40322425961494446,0.4446389377117157,0.15213675796985626
negative,0.3163490891456604,0.5526449084281921,0.13100601732730865
negative,0.0971684381365776,0.8409509062767029,0.06188061833381653
negative,0.3118608593940735,0.43094706535339355,0.25719210505485535
negative,0.23325200378894806,0.6313442587852478,0.13540373742580414
negative,0.19351927936077118,0.5234911441802979,0.28298959136009216
negative,0.17625856399536133,0.4915948510169983,0.33214664459228516
negative,0.02270199917256832,0.9516215920448303,0.025676462799310684
negative,0.09849222004413605,0.7868786454200745,0.11462908983230591
negative,0.3719494342803955,0.47563692927360535,0.15241365134716034
negative,0.055019576102495193,0.9098830819129944,0.03509731590747833
positive,0.8669555187225342,0.08862803131341934,0.044416479766368866
positive,0.5004075765609741,0.25585120916366577,0.2437412291765213
positive,0.6365084052085876,0.20242668688297272,0.16106486320495605
positive,0.5567102432250977,0.2590562701225281,0.18423345685005188
negative,0.16687363386154175,0.68113774061203,0.15198861062526703
negative,0.07086381316184998,0.8142377734184265,0.11489839106798172
negative,0.14313898980617523,0.7154577970504761,0.1414031982421875
negative,0.20646542310714722,0.6919969916343689,0.10153761506080627
positive,0.5401942133903503,0.3123190701007843,0.14748670160770416
positive,0.7738240361213684,0.17596861720085144,0.05020725354552269
positive,0.5947888493537903,0.3062242567539215,0.09898684918880463
negative,0.06944212317466736,0.8216764330863953,0.10888146609067917
negative,0.09270790219306946,0.7842003107070923,0.12309180200099945
negative,0.3807782828807831,0.43791112303733826,0.18131057918071747
negative,0.05032002925872803,0.8522074818611145,0.09747252613306046
negative,0.10560403019189835,0.711016833782196,0.18337908387184143
negative,0.15367183089256287,0.7132015228271484,0.13312657177448273
negative,0.08727652579545975,0.7647849321365356,0.1479385793209076
positive,0.5662886500358582,0.24013713002204895,0.1935742348432541
negative,0.3880336582660675,0.4577028751373291,0.15426349639892578
positive,0.5617638230323792,0.21472832560539246,0.2235078662633896
positive,0.578047513961792,0.2049974799156189,0.2169550508260727
negative,0.20161211490631104,0.6446856260299683,0.1537022590637207
negative,0.05015695467591286,0.8934322595596313,0.05641074478626251
positive,0.5004075765609741,0.25585120916366577,0.2437412291765213
positive,0.5430572628974915,0.23895010352134705,0.2179926335811615
negative,0.1914493590593338,0.7249703407287598,0.08358028531074524
negative,0.17437119781970978,0.7409700155258179,0.08465882390737534
positive,0.5201858282089233,0.25044041872024536,0.2293737530708313
positive,0.5004075765609741,0.25585120916366577,0.2437412291765213
negative,0.03877456113696098,0.8999472260475159,0.06127820536494255
negative,0.13351081311702728,0.5834649205207825,0.28302425146102905
positive,0.7252001166343689,0.11280488222837448,0.16199499368667603
negative,0.23057515919208527,0.5987316966056824,0.17069312930107117
positive,0.5624132752418518,0.31292715668678284,0.12465959787368774
positive,0.6513861417770386,0.2497432678937912,0.09887056052684784
negative,0.1418142020702362,0.7816274762153625,0.07655836641788483
negative,0.1754341572523117,0.6631727814674377,0.16139307618141174
positive,0.5357387661933899,0.3370284140110016,0.1272328794002533
negative,0.17549391090869904,0.7374906539916992,0.08701539039611816
negative,0.38787758350372314,0.4269697070121765,0.18515270948410034
negative,0.17983193695545197,0.667542040348053,0.15262600779533386
positive,0.5576976537704468,0.26053157448768616,0.18177077174186707
positive,0.5004075765609741,0.25585120916366577,0.2437412291765213
positive,0.6484014391899109,0.257013738155365,0.09458473324775696
negative,0.23212283849716187,0.6545844674110413,0.11329268664121628
negative,0.13577279448509216,0.7419209480285645,0.12230623513460159
negative,0.1216595470905304,0.6959336996078491,0.18240675330162048
negative,0.05578059330582619,0.8630121946334839,0.08120724558830261
negative,0.33484771847724915,0.4952734112739563,0.16987888514995575
negative,0.09901537746191025,0.702129602432251,0.19885505735874176
negative,0.10196290910243988,0.8380228877067566,0.060014259070158005
negative,0.42934495210647583,0.45209750533103943,0.11855760216712952
negative,0.06480462849140167,0.6860878467559814,0.2491075098514557
negative,0.09736990928649902,0.7209736704826355,0.1816563904285431
positive,0.4414588510990143,0.3397935628890991,0.21874761581420898
negative,0.35453009605407715,0.38631904125213623,0.2591508626937866
negative,0.2182277888059616,0.47456079721450806,0.30721133947372437
negative,0.254451185464859,0.6885530948638916,0.05699571967124939
positive,0.5739842653274536,0.28671619296073914,0.13929955661296844
positive,0.5116413235664368,0.2862851321697235,0.20207355916500092
negative,0.045051950961351395,0.6309768557548523,0.3239712119102478
negative,0.16785113513469696,0.6604227423667908,0.17172609269618988
positive,0.5545323491096497,0.2683759033679962,0.17709170281887054
negative,0.10903484374284744,0.7943176627159119,0.0966474711894989
negative,0.12530024349689484,0.4755080044269562,0.3991917669773102
negative,0.24709849059581757,0.5467969179153442,0.20610462129116058
negative,0.2773381769657135,0.5862205624580383,0.13644124567508698
negative,0.08994545787572861,0.8324339389801025,0.07762060314416885
positive,0.5371337532997131,0.29621270298957825,0.16665352880954742
positive,0.5241554379463196,0.2584898769855499,0.2173546403646469
positive,0.5004075765609741,0.25585120916366577,0.2437412291765213
positive,0.5332086682319641,0.2933799922466278,0.1734112799167633
positive,0.6370337009429932,0.1683550328016281,0.1946113109588623
positive,0.5004075765609741,0.25585120916366577,0.2437412291765213
positive,0.5147185325622559,0.2619592845439911,0.22332218289375305
positive,0.4858681559562683,0.2912164628505707,0.22291545569896698
positive,0.5048272013664246,0.4149530529975891,0.08021970838308334
negative,0.13780374825000763,0.6892948150634766,0.1729014813899994
positive,0.5433953404426575,0.24589578807353973,0.2107088565826416
positive,0.5118828415870667,0.33229541778564453,0.15582169592380524
positive,0.5004075765609741,0.25585120916366577,0.2437412291765213
negative,0.10745429992675781,0.7448384165763855,0.1477072685956955
positive,0.5479882955551147,0.23225601017475128,0.21975570917129517
negative,0.2957054376602173,0.4575083553791046,0.2467862218618393
positive,0.4507337808609009,0.3183567523956299,0.2309095412492752
negative,0.19324375689029694,0.4625987112522125,0.34415745735168457
positive,0.42802366614341736,0.38140541315078735,0.1905708909034729
positive,0.6122952699661255,0.2568148076534271,0.13088996708393097
negative,0.3224591016769409,0.5826566815376282,0.09488417953252792
negative,0.34210264682769775,0.5420203804969788,0.11587696522474289
negative,0.07070985436439514,0.8764723539352417,0.05281784385442734
negative,0.041461165994405746,0.77082359790802,0.18771526217460632
negative,0.07751166820526123,0.5263738632202148,0.3961144983768463
negative,0.27148404717445374,0.392489492893219,0.3360264301300049
negative,0.2081712782382965,0.47339218854904175,0.31843647360801697
negative,0.20042167603969574,0.6898739337921143,0.10970434546470642
negative,0.10212535411119461,0.5974398851394653,0.30043479800224304
neutral,0.06258746236562729,0.3849148154258728,0.5524976849555969
positive,0.5551203489303589,0.2821636497974396,0.16271604597568512
negative,0.36750370264053345,0.5341805815696716,0.09831572324037552
negative,0.2010803520679474,0.6388194561004639,0.16010022163391113
negative,0.40090399980545044,0.452656090259552,0.14643993973731995
negative,0.4415913224220276,0.4632786214351654,0.09513010829687119
neutral,0.19906775653362274,0.3505035936832428,0.45042866468429565
positive,0.4904461205005646,0.3952080011367798,0.11434584110975266
negative,0.3676249384880066,0.375688761472702,0.256686270236969
positive,0.5431156158447266,0.24795207381248474,0.2089323103427887
negative,0.15720191597938538,0.6704634428024292,0.17233465611934662
positive,0.5004075765609741,0.25585120916366577,0.2437412291765213
positive,0.4326552748680115,0.3405608534812927,0.226783886551857
negative,0.3176690936088562,0.5368638634681702,0.14546707272529602
negative,0.341086208820343,0.4656026363372803,0.19331112504005432
negative,0.1842605173587799,0.6574848294258118,0.1582546979188919
negative,0.3058731257915497,0.43218958377838135,0.26193735003471375
negative,0.2717427611351013,0.45625337958335876,0.2720038890838623
negative,0.10612891614437103,0.7990573644638062,0.09481369704008102
negative,0.02323545329272747,0.8292598724365234,0.14750468730926514
negative,0.10844461619853973,0.651283323764801,0.24027206003665924
positive,0.4745534360408783,0.44647639989852905,0.07897021621465683
positive,0.40345534682273865,0.2585127651691437,0.33803191781044006
positive,0.6160730123519897,0.21455524861812592,0.16937172412872314
negative,0.07402830570936203,0.7950289249420166,0.13094277679920197
negative,0.22623154520988464,0.6540367603302002,0.11973172426223755
neutral,0.08731869608163834,0.45024555921554565,0.4624357223510742
positive,0.48728349804878235,0.37148773670196533,0.14122870564460754
negative,0.11668553948402405,0.8086509108543396,0.07466360181570053
positive,0.42574912309646606,0.38327252864837646,0.19097840785980225
positive,0.3479442298412323,0.34350869059562683,0.30854710936546326
negative,0.19738583266735077,0.4561811685562134,0.34643304347991943
negative,0.17644557356834412,0.5725796818733215,0.2509748041629791
positive,0.4201018512248993,0.36645182967185974,0.21344630420207977
positive,0.5867345333099365,0.2311582863330841,0.18210722506046295
negative,0.2497614473104477,0.5843416452407837,0.16589690744876862
positive,0.5799606442451477,0.24148239195346832,0.17855699360370636
positive,0.5004075765609741,0.25585120916366577,0.2437412291765213
positive,0.44231200218200684,0.3456573784351349,0.21203064918518066
neutral,0.14322327077388763,0.31671571731567383,0.5400610566139221
negative,0.1284063309431076,0.6070017218589783,0.2645919919013977
neutral,0.06369774788618088,0.4494316875934601,0.48687052726745605
negative,0.10356415808200836,0.788925290107727,0.10751058906316757
negative,0.2021411657333374,0.6835038065910339,0.11435500532388687
negative,0.22022578120231628,0.6131856441497803,0.16658860445022583
negative,0.22221635282039642,0.520214319229126,0.2575693428516388
negative,0.06428749114274979,0.7590165138244629,0.17669598758220673
negative,0.18078261613845825,0.6529693603515625,0.16624803841114044
positive,0.5599602460861206,0.21612058579921722,0.2239191085100174
positive,0.39909690618515015,0.39311546087265015,0.2077876627445221
negative,0.04662058874964714,0.7977820634841919,0.15559743344783783
negative,0.12288150936365128,0.7604674100875854,0.11665111780166626
